timestamp,ticker,currency,price,source
1743160294,ethereum,usd,1908.05,CoinGecko
1743160662,ethereum,usd,1906.66,CoinGecko
1743161203,ethereum,usd,1909.41,CoinGecko
1743161207,ethereum,usd,1909.41,CoinGecko
